id	isolate	aliases	country	year	isolation date	disease	source	epidemiology	penner	aspA	glnA	gltA	glyA	pgm	tkt	uncA	ST	clonal complex
24324	ARI_1129_R	ERR355956; SC_RUN_9716_3#59	UK							2	4	1	2	7	1	5	48	ST-48 complex
24325	ARI_1130_R	ERR355957; SC_RUN_9716_3#60	UK							2	1	12	3	2	1	5	50	ST-21 complex
24326	ARI_1231_R	ERR355958; SC_RUN_9716_3#61	UK							33	39	30	82	104	56	17	827	ST-828 complex
24327	ARI_1232_R	ERR355959; SC_RUN_9716_3#62	UK							2	1	5	3	2	1	5	19	ST-21 complex
24328	ARI_1331_R	ERR355960; SC_RUN_9716_3#63	UK							2	1	1	3	2	1	5	21	ST-21 complex
24329	ARI_1332_R	ERR355961; SC_RUN_9716_3#64	UK							2	4	1	2	7	1	5	48	ST-48 complex
24330	NS_35_R	ERR355962; SC_RUN_9716_3#68	UK							2	1	5	3	2	1	5	19	ST-21 complex
24331	NS_36_R	ERR355963; SC_RUN_9716_3#69	UK							1	4	2	2	6	3	17	61	ST-61 complex
24332	C256_R	ERR355964; SC_RUN_9716_3#70	UK							33	39	30	82	104	43	17	828	ST-828 complex
24333	C258_cj_R	ERR355965; SC_RUN_9716_3#71	UK							8	1	6	3	2	1	12	2135	ST-21 complex
24334	C_389_R	ERR355966; SC_RUN_9716_3#72	UK							2	1	21	3	2	1	5	53	ST-21 complex
24335	C_391_R	ERR355967; SC_RUN_9716_3#73	UK							2	1	21	3	2	1	5	53	ST-21 complex
24336	ARI_813_R	ERR355968; SC_RUN_9716_3#79	UK							2	15	12	3	2	1	5		
24337	ARI_814_R	ERR355969; SC_RUN_9716_3#80	UK							2	1	1	3	2	1	5	21	ST-21 complex
24338	CJ6849_R	ERR355970; SC_RUN_9716_3#82	UK							24	2	2	2	10	3	1	464	ST-464 complex
24339	CJ6850_R	ERR355971; SC_RUN_9716_3#83	UK							2	1	1	3	2	1	5	21	ST-21 complex
24340	CAMSA3914_R	ERR355972; SC_RUN_9716_3#84	Denmark							2	1	1	3	2	1	5	21	ST-21 complex
24341	CAMSA3916_R	ERR355973; SC_RUN_9716_3#85	Denmark							2	1	1	3	2	1	5	21	ST-21 complex
24342	CJ7015_R	ERR355974; SC_RUN_9716_3#86	UK							2	1	12	3	2	1	5	50	ST-21 complex
24343	CJ7016_R	ERR355975; SC_RUN_9716_3#87	UK							2	4	1	2	7	1	5	48	ST-48 complex
24344	CJ7256_R	ERR355976; SC_RUN_9716_3#88	UK							2	1	5	3	2	1	5	19	ST-21 complex
24345	CJ7257_R	ERR355977; SC_RUN_9716_3#89	UK							9	2	4	62	4	5	6	257	ST-257 complex
24346	UKZN015_R	ERR355978; SC_RUN_9716_3#92	UK							8	10	2	2	11	516	6	6464	ST-354 complex
24347	UKZN016_R	ERR355979; SC_RUN_9716_3#93	UK							33	39	30	79	163	47	292	6465	
24348	chick1203		China	2012			chick	carrier		4	7	10	4	42	267	1	6605	ST-45 complex
24349	chick1204		China	2012			chick	carrier		166	2	1	10	127	3	1	6606	
24350	chick1210		China	2012			chick	carrier		9	22	173	146	11	3	6	6607	
24351	chick1217		China	2012			chick	carrier		166	2	1	10	127	3	1	6606	
24352	67289		Israel	2009			human stool			2	1	12	3	676	1	5	6608	ST-21 complex
24353	67294		Israel	2009			human stool			2	1	12	3	676	1	5	6608	ST-21 complex
24354	CSAH1168		Sweden	2012		gastroenteritis	human stool			18	33	22	104	116	86	16	6609	
24355	CSAH1568		Sweden	2012		gastroenteritis	human stool			64	22	203	516	134	103	16	6610	
24356	CSA-VV104		Sweden	2012			environmental waters			204	177	88	269	327	129	399	6611	
24357	CSA-VV28		Sweden	2011			environmental waters			86	86	88	518	675	130	76	6612	
24358	BKT64446-11		Sweden	2011		carrier	pig			33	297	253	338	424	394	250	6613	
24359	BKT39953-12		Sweden	2012		carrier	chicken			64	84	388	100	134	519	16	6614	
24360	CSAH1114		Sweden	2012		gastroenteritis	human stool			4	7	41	4	42	537	1	6615	ST-45 complex
24361	BKT48036-12		Sweden	2012		carrier	cattle			47	4	2	2	6	3	5	6616	ST-61 complex
24362	CSAH28		Sweden	2011		gastroenteritis	human stool			2	7	10	4	42	25	1	6617	ST-283 complex
24363	CSAH1269		Sweden	2012		gastroenteritis	human stool			10	119	50	126	171	126	112	6618	
24364	AC2429		France	2008			chicken			22	2	4	28	363	3	35	6619	
24365	chick1203		China	2012			chick	carrier		4	7	10	4	42	267	1	6605	ST-45 complex
24366	chick1204		China	2012			chick	carrier		166	2	1	10	127	3	1	6606	
24367	chick1210		China	2012			chick	carrier		9	22	173	146	11	3	6	6607	
24368	chick1217		China	2012			chick	carrier		166	2	1	10	127	3	1	6606	
24369	chick1218		China	2012			chick	carrier		9	114	5	10	13	3	3	6620	
24370	chick1203		China	2012			chick	carrier		4	7	10	4	42	267	1	6605	ST-45 complex
24371	chick1204		China	2012			chick	carrier		166	2	1	10	127	3	1	6606	
24372	chick1210		China	2012			chick	carrier		9	22	173	146	11	3	6	6607	
24373	chick1217		China	2012			chick	carrier		166	2	1	10	127	3	1	6606	
24374	chick1218		China	2012			chick	carrier		9	114	5	10	13	3	3	6620	
24375	BKT66745-11		Sweden	2011		carrier	chicken			73	1	12	3	2	1	5	6621	ST-21 complex
24376	BKT65147-11		Sweden	2011		carrier	chicken			64	22	5	100	134	94	16	6622	
24377	BKT35555-12		Sweden	2012		carrier	chicken			64	22	77	98	134	198	16	6623	ST-952 complex
24378	CSAH1650		Sweden	2012		gastroenteritis	human stool			48	7	10	4	1	538	1	6624	ST-45 complex
24379	CSAH911		Sweden	2012		gastroenteritis	human stool			22	15	4	64	74	25	5	6625	ST-1034 complex
24380	CSAH2418		Sweden	2012		gastroenteritis	human stool			18	22	208	18	345	86	47	6626	
24381	64094		Israel	2009			human stool			2	365	2	3	2	1	5	6627	ST-21 complex
24382	2010D-7795		USA							1	94	6	4	672	3	3	6628	ST-22 complex
24383	2010D-7782		USA							1	6	404	176	40	180	3	6629	ST-179 complex
24384	2010D-7871		USA							1	1	3	27	2	9	3	6630	ST-42 complex
24385	2010D-8271		USA							1	3	6	4	673	3	3	6631	ST-22 complex
24386	2010D-8282		USA							1	1	2	3	2	3	6	6632	
24387	2010D-7893		USA							1	2	3	3	140	9	3	6633	ST-42 complex
24388	2010D-8444		USA							1	258	2	83	2	3	6	6634	
24389	2010D-7945		USA							2	21	5	530	59	1	5	6635	ST-206 complex
24390	2010D-7796		USA							2	4	402	2	7	1	5	6636	ST-48 complex
24391	2012D-9431		USA							2	4	2	1	19	3	6	6637	ST-658 complex
24392	2012D-9313		USA							2	472	1	2	22	3	5	6638	ST-48 complex
24393	2011D-8703		USA							2	4	1	24	7	1	5	6639	ST-48 complex
24394	2011D-8732		USA							2	4	95	68	11	59	5	6640	
24395	2012D-9462		USA							2	4	1	4	19	62	398	6641	ST-658 complex
24396	2010D-7788		USA							2	469	5	2	59	1	5	6642	ST-206 complex
24397	2010D-8008		USA							2	29	4	531	13	24	57	6643	
24398	2010D-8455		USA							2	59	4	48	131	24	398	6644	
24399	2011D-8857		USA							3	1	5	84	1	11	6	6645	ST-49 complex
24400	2011D-8709		USA							3	1	2	84	11	11	6	6646	ST-49 complex
24401	2011D-8713		USA							3	470	5	84	11	11	6	6647	ST-49 complex
24402	2010D-8240		USA							4	7	8	4	1	7	1	6648	ST-45 complex
24403	2012D-9453		USA							7	4	5	68	11	3	257	6649	
24404	2010D-7955		USA							7	2	6	10	86	37	1	6650	
24405	2010D-7798		USA							7	17	5	2	3	3	6	6651	ST-353 complex
24406	2012D-9327		USA							7	17	5	2	22	3	6	6652	ST-353 complex
24407	2011D-8836		USA							7	311	5	2	11	67	26	6653	
24408	2011D-8717		USA							7	71	5	321	445	67	6	6654	
24409	2010D-8145		USA							7	4	5	2	11	3	26	6655	ST-353 complex
24410	2012D-9370		USA							7	473	5	2	11	1	5	6656	
24411	2010D-7965		USA							7	112	5	2	10	3	6	6657	ST-353 complex
24412	2010D-8039		USA							7	112	1	2	11	67	6	6658	
24413	2010D-8082		USA							7	84	5	10	119	178	216	6659	
24414	2010D-8157		USA							7	2	6	10	129	37	1	6660	
24415	2012D-9364		USA							7	17	5	2	11	67	6	6661	ST-353 complex
24416	2010D-7701		USA							8	468	2	2	11	12	6	6662	ST-354 complex
24417	2010D-7956		USA							8	17	5	2	11	11	6	6663	ST-353 complex
24418	2010D-7785		USA							8	2	2	212	167	253	147	6664	
24419	2010D-7979		USA							8	415	2	2	11	12	6	6665	ST-354 complex
24420	2010D-7989		USA							8	10	2	2	11	536	6	6666	ST-354 complex
24421	2011D-8824		USA							9	2	2	533	11	5	6	6667	ST-257 complex
24422	2011D-8829		USA							9	17	5	2	10	3	1	6668	ST-353 complex
24423	2010D-7834		USA							9	112	5	2	11	67	6	6669	
24424	2010D-7882		USA							9	2	2	10	671	3	1	6670	ST-52 complex
24425	2012D-9309		USA							9	2	2	2	674	5	6	6671	ST-257 complex
24426	2012D-9374		USA							9	474	5	535	10	3	1	6672	
24427	2010D-8255		USA							9	1	4	62	4	5	17	6673	ST-257 complex
24428	2010D-7949		USA							10	25	16	19	10	5	7	6674	ST-403 complex
24429	2010D-8162		USA							10	33	22	532	43	82	31	6675	ST-1275 complex
24430	2011D-8741		USA							24	30	95	2	89	59	6	6676	ST-460 complex
24431	2011D-8859		USA							35	2	9	534	8	46	21	6677	ST-682 complex
24432	2012D-9451		USA							91	2	42	4	67	9	8	6678	
24433	2010D-7928		USA							103	110	30	140	188	59	120	6679	ST-1150 complex
24434	2010D-7790		USA							350	7	10	4	1	7	1	6680	ST-45 complex
24435	FC11659		China				chicken			7	114	1	2	13	3	6	6681	ST-353 complex
24436	FC11713		China				chicken			7	4	1	2	2	1	5	6682	ST-48 complex
24437	FC11730		China				chicken			37	348	292	2	13	253	23	6683	
24438	FC11731		China				chicken			2	4	12	3	127	1	5	6684	ST-21 complex
24439	FC11600		China				chicken			337	39	30	93	113	47	17	6685	
24440	FC11018		China				chicken			33	284	30	79	112	47	17	6686	
24441	FC11023		China				chicken			33	39	30	140	104	47	17	6687	ST-828 complex
24442	12CP022		France	2012			pig			33	38	402	78	104	43	17	6688	ST-828 complex
24443	12CV028		France	2012			chicken			33	39	30	82	113	44	79	6689	ST-828 complex
24444	12CV108		France	2012			chicken			33	39	30	82	104	438	17	6690	ST-828 complex
24445	BF95306		Burkina Faso	2009		gastroenteritis	human stool			33	39	150	82	248	35	17	4309	ST-828 complex
24446	BF95307		Burkina Faso	2009		gastroenteritis	human stool			33	39	30	82	113	43	17	829	ST-828 complex
24447	BF95315		Burkina Faso	2009		gastroenteritis	human stool			33	39	30	82	678	35	17	6691	ST-828 complex
24448	BF95327		Burkina Faso	2009		gastroenteritis	human stool			33	39	150	82	248	35	17	4309	ST-828 complex
24449	BF95329		Burkina Faso	2009		gastroenteritis	human stool			129	39	134	82	104	35	17	6692	ST-828 complex
24450	BF95332		Burkina Faso	2009		gastroenteritis	human stool			33	39	30	82	678	35	17	6691	ST-828 complex
24451	BF95334		Burkina Faso	2009		gastroenteritis	human stool			103	110	103	350	188	368	400	6693	ST-1150 complex
24452	BF95553		Burkina Faso	2009		gastroenteritis	human stool			33	39	30	82	248	35	17	4042	ST-828 complex
24453	BF99938		Burkina Faso	2011			chicken			33	39	30	82	113	43	17	829	ST-828 complex
24454	BF99939		Burkina Faso	2011			chicken			33	39	150	82	248	35	17	4309	ST-828 complex
24455	BF99940		Burkina Faso	2011			chicken			33	39	30	82	113	43	17	829	ST-828 complex
24456	BF99942		Burkina Faso	2011			chicken			33	39	150	82	248	35	17	4309	ST-828 complex
24457	BF99943		Burkina Faso	2011			chicken			33	39	150	82	248	35	17	4309	ST-828 complex
24458	OXC4892	ERR330624; SC_RUN_10050_5#71	UK	2010		gastroenteritis	human stool			33	39	30	139	113	47	17	4425	ST-828 complex
24459	OXC4893	ERR330632; SC_RUN_10050_5#79	UK	2010		gastroenteritis	human stool			4	7	10	4	1	7	1	45	ST-45 complex
24460	OXC4895	ERR330640; SC_RUN_10050_5#87	UK	2010		gastroenteritis	human stool			2	4	1	2	7	1	5	48	ST-48 complex
24461	OXC4899	ERR330648; SC_RUN_10050_5#95	UK	2010		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
24462	OXC4901	ERR330561; SC_RUN_10050_5#8	UK	2010		gastroenteritis	human stool			8	1	6	3	2	1	12	2135	ST-21 complex
24463	OXC4903	ERR330569; SC_RUN_10050_5#16	UK	2010		gastroenteritis	human stool			2	10	2	4	19	3	6	1044	ST-658 complex
24464	OXC4904	ERR330577; SC_RUN_10050_5#24	UK	2010		gastroenteritis	human stool			8	1	6	3	2	1	12	2135	ST-21 complex
24465	OXC4905	ERR330585; SC_RUN_10050_5#32	UK	2010		gastroenteritis	human stool			2	10	2	4	19	3	6	1044	ST-658 complex
24466	OXC4906	ERR330593; SC_RUN_10050_5#40	UK	2010		gastroenteritis	human stool			6	4	5	2	2	282	5	4766	
24467	OXC4907	ERR330601; SC_RUN_10050_5#48	UK	2010		gastroenteritis	human stool			4	7	10	4	42	7	1	137	ST-45 complex
24468	OXC4931	ERR330609; SC_RUN_10050_5#56	UK	2010		gastroenteritis	human stool			24	30	2	2	2	120	6	3738	ST-460 complex
24469	OXC4932	ERR330617; SC_RUN_10050_5#64	UK	2010		gastroenteritis	human stool			2	1	42	3	148	1	5	861	ST-21 complex
24470	OXC4933	ERR330625; SC_RUN_10050_5#72	UK	2010		gastroenteritis	human stool			4	7	40	4	42	51	1	267	ST-283 complex
24471	OXC4939	ERR330633; SC_RUN_10050_5#80	UK	2010		gastroenteritis	human stool			2	1	12	88	2	1	5	520	ST-21 complex
24472	OXC4949	ERR330641; SC_RUN_10050_5#88	UK	2010		gastroenteritis	human stool			33	39	30	82	104	47	17	1055	ST-828 complex
24473	OXC4950	ERR330649; SC_RUN_10050_5#96	UK	2010		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
24474	OXC7531	ERR330458; SC_RUN_10050_4#1	UK	2012		gastroenteritis	human stool			1	6	60	24	12	28	1	508	ST-508 complex
24475	OXC7532	ERR330466; SC_RUN_10050_4#9	UK	2012		gastroenteritis	human stool			6	4	5	2	2	1	5	122	ST-206 complex
24476	OXC7533	ERR330474; SC_RUN_10050_4#17	UK	2012		gastroenteritis	human stool			9	2	2	2	11	5	6	824	ST-257 complex
24477	OXC7534	ERR330482; SC_RUN_10050_4#25	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24478	OXC7535	ERR330490; SC_RUN_10050_4#33	UK	2012		gastroenteritis	human stool			2	1	12	3	2	1	5	50	ST-21 complex
24479	OXC7536	ERR330498; SC_RUN_10050_4#41	UK	2012		gastroenteritis	human stool			1	6	60	24	12	28	1	508	ST-508 complex
24480	OXC7537	ERR330506; SC_RUN_10050_4#49	UK	2012		gastroenteritis	human stool			7	17	2	15	23	3	12	51	ST-443 complex
24481	OXC7538	ERR330514; SC_RUN_10050_4#57	UK	2012		gastroenteritis	human stool			2	1	1	3	492	1	5	5018	ST-21 complex
24482	OXC7541	ERR330522; SC_RUN_10050_4#65	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24483	OXC7542	ERR330530; SC_RUN_10050_4#73	UK	2012		gastroenteritis	human stool			33	39	103	79	104	35	17	3016	ST-828 complex
24484	OXC7543	ERR330538; SC_RUN_10050_4#81	UK	2012		gastroenteritis	human stool			2	1	5	3	2	1	5	19	ST-21 complex
24485	OXC7544	ERR330546; SC_RUN_10050_4#89	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24486	OXC7547	ERR330459; SC_RUN_10050_4#2	UK	2012		gastroenteritis	human stool			2	1	12	3	2	1	23	3574	ST-21 complex
24487	OXC7548	ERR330467; SC_RUN_10050_4#10	UK	2012		gastroenteritis	human stool			10	27	16	19	10	5	7	403	ST-403 complex
24488	OXC7549	ERR330475; SC_RUN_10050_4#18	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24489	OXC7551	ERR330483; SC_RUN_10050_4#26	UK	2012		gastroenteritis	human stool			4	7	40	4	42	51	1	267	ST-283 complex
24490	OXC7552	ERR330491; SC_RUN_10050_4#34	UK	2012		gastroenteritis	human stool			24	2	5	53	23	3	1	904	ST-607 complex
24491	OXC7553	ERR330499; SC_RUN_10050_4#42	UK	2012		gastroenteritis	human stool			33	477	65	192	189	44	17	6757	
24492	OXC7554	ERR330507; SC_RUN_10050_4#50	UK	2012		gastroenteritis	human stool			22	478	4	538	74	3	403	6758	
24493	OXC7556	ERR330515; SC_RUN_10050_4#58	UK	2012		gastroenteritis	human stool			7	2	5	2	10	3	6	5	ST-353 complex
24494	OXC7557	ERR330523; SC_RUN_10050_4#66	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24495	OXC7558	ERR330531; SC_RUN_10050_4#74	UK	2012		gastroenteritis	human stool			2	1	1	3	2	1	5	21	ST-21 complex
24496	OXC7559	ERR330539; SC_RUN_10050_4#82	UK	2012		gastroenteritis	human stool			3	1	5	17	11	11	6	49	ST-49 complex
24497	OXC7560	ERR330547; SC_RUN_10050_4#90	UK	2012		gastroenteritis	human stool			2	21	5	37	2	1	5	206	ST-206 complex
24498	OXC7561	ERR330460; SC_RUN_10050_4#3	UK	2012		gastroenteritis	human stool			2	1	21	334	2	1	5	3853	ST-21 complex
24499	OXC7562	ERR330468; SC_RUN_10050_4#11	UK	2012		gastroenteritis	human stool			37	52	57	26	127	29	23	692	ST-692 complex
24500	OXC7563	ERR330476; SC_RUN_10050_4#19	UK	2012		gastroenteritis	human stool			33	39	30	79	113	47	17	860	ST-828 complex
24501	OXC7564	ERR330484; SC_RUN_10050_4#27	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24502	OXC7565	ERR330492; SC_RUN_10050_4#35	UK	2012		gastroenteritis	human stool			24	17	2	2	2	3	1	6704	ST-464 complex
24503	OXC7566	ERR330500; SC_RUN_10050_4#43	UK	2012		gastroenteritis	human stool			9	2	4	62	4	5	12	2030	ST-257 complex
24504	OXC7567	ERR330508; SC_RUN_10050_4#51	UK	2012		gastroenteritis	human stool			9	25	2	10	23	3	6	775	ST-52 complex
24505	OXC7568	ERR330516; SC_RUN_10050_4#59	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24506	OXC7569	ERR330524; SC_RUN_10050_4#67	UK	2012		gastroenteritis	human stool			7	2	5	2	10	3	404	6759	ST-353 complex
24507	OXC7570	ERR330532; SC_RUN_10050_4#75	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24508	OXC7571	ERR330540; SC_RUN_10050_4#83	UK	2012		gastroenteritis	human stool			2	4	1	2	7	1	5	48	ST-48 complex
24509	OXC7572	ERR330548; SC_RUN_10050_4#91	UK	2012		gastroenteritis	human stool			33	39	30	82	104	43	17	828	ST-828 complex
24510	OXC7573	ERR330461; SC_RUN_10050_4#4	UK	2012		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
24511	OXC7574	ERR330469; SC_RUN_10050_4#12	UK	2012		gastroenteritis	human stool			2	1	1		2	1	5		
24512	OXC7575	ERR330477; SC_RUN_10050_4#20	UK	2012		gastroenteritis	human stool			33	39	30	79	104	35	17	855	ST-828 complex
24513	OXC7576	ERR330485; SC_RUN_10050_4#28	UK	2012		gastroenteritis	human stool			62	4	5	2	2	1	5	572	ST-206 complex
24514	OXC7577	ERR330493; SC_RUN_10050_4#36	UK	2012		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
24515	OXC7578	ERR330501; SC_RUN_10050_4#44	UK	2012		gastroenteritis	human stool			62	4	5	2	2	1	5	572	ST-206 complex
24516	OXC7580	ERR330509; SC_RUN_10050_4#52	UK	2012		gastroenteritis	human stool			33	39	30	82	113	47	17	825	ST-828 complex
24517	OXC7583	ERR330517; SC_RUN_10050_4#60	UK	2012		gastroenteritis	human stool			8	10	2	2	11	12	6	354	ST-354 complex
24518	OXC7584	ERR330525; SC_RUN_10050_4#68	UK	2012		gastroenteritis	human stool			4	7	10	4	42	51	1	583	ST-45 complex
24519	OXC7585	ERR330533; SC_RUN_10050_4#76	UK	2012		gastroenteritis	human stool			9	2	4	62	4	5	12	2030	ST-257 complex
24520	OXC7586	ERR330541; SC_RUN_10050_4#84	UK	2012		gastroenteritis	human stool			7	2	5	2	10	3	6	5	ST-353 complex
24521	OXC7587	ERR330549; SC_RUN_10050_4#92	UK	2012		gastroenteritis	human stool			4	7	10	4	42	51	1	583	ST-45 complex
24522	OXC7588	ERR330462; SC_RUN_10050_4#5	UK	2012		gastroenteritis	human stool			2	21	5	37	60	1	5	273	ST-206 complex
24523	OXC7589	ERR330470; SC_RUN_10050_4#13	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24524	OXC7592	ERR330478; SC_RUN_10050_4#21	UK	2012		gastroenteritis	human stool			9	17	5	10	350	3	3	2274	
24525	OXC7593	ERR330486; SC_RUN_10050_4#29	UK	2012		gastroenteritis	human stool			33	39	30	82	113	44	17	872	ST-828 complex
24526	OXC7594	ERR330494; SC_RUN_10050_4#37	UK	2012		gastroenteritis	human stool			8	10	2	2	11	12	6	354	ST-354 complex
24527	OXC7595	ERR330502; SC_RUN_10050_4#45	UK	2012		gastroenteritis	human stool			2	1	1	3	7	1	5	104	ST-21 complex
24528	OXC7596	ERR330510; SC_RUN_10050_4#53	UK	2012		gastroenteritis	human stool			2	1	5	3	2	1	5	19	ST-21 complex
24529	OXC7597	ERR330518; SC_RUN_10050_4#61	UK	2012		gastroenteritis	human stool			7	15	5	62	67	3	6	581	ST-353 complex
24530	OXC7598	ERR330526; SC_RUN_10050_4#69	UK	2012		gastroenteritis	human stool			33	39	30	82	113	44	17	872	ST-828 complex
24531	OXC7599	ERR330534; SC_RUN_10050_4#77	UK	2012		gastroenteritis	human stool			6	4	5	2	2	1	5	122	ST-206 complex
24532	OXC7600	ERR330542; SC_RUN_10050_4#85	UK	2012		gastroenteritis	human stool			24	2	2	2	10	3	3	5136	ST-464 complex
24533	OXC7601	ERR330550; SC_RUN_10050_4#93	UK	2012		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
24534	OXC7603	ERR330463; SC_RUN_10050_4#6	UK	2012		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
